atom_index,electrode,x_angstrom,y_angstrom,z_angstrom,q_e
0,cathode,2.316988229751587,2.316988229751587,12.638116836547852,0.02317230775952339
1,cathode,2.316988229751587,6.108423233032227,12.638116836547852,0.02428554929792881
2,cathode,2.316988229751587,9.899858474731445,12.638116836547852,0.020291948691010475
3,cathode,2.316988229751587,13.691293716430664,12.638116836547852,0.01993486098945141
4,cathode,2.316988229751587,17.482728958129883,12.638116836547852,0.018282532691955566
5,cathode,2.316988229751587,21.2741641998291,12.638116836547852,0.016705984249711037
6,cathode,2.316988229751587,25.06559944152832,12.638116836547852,0.013759779743850231
7,cathode,2.316988229751587,28.85703468322754,12.638116836547852,0.012232712469995022
8,cathode,2.316988229751587,32.648468017578125,12.638116836547852,0.013462455943226814
9,cathode,2.316988229751587,36.439903259277344,12.638116836547852,0.015878526493906975
10,cathode,2.316988229751587,40.23133850097656,12.638116836547852,0.01649349182844162
11,cathode,2.316988229751587,44.02277374267578,12.638116836547852,0.016599509865045547
12,cathode,6.108423233032227,2.316988229751587,12.638116836547852,0.019223319366574287
13,cathode,6.108423233032227,6.108423233032227,12.638116836547852,0.020848549902439117
14,cathode,6.108423233032227,9.899858474731445,12.638116836547852,0.01833776757121086
15,cathode,6.108423233032227,13.691293716430664,12.638116836547852,0.020195936784148216
16,cathode,6.108423233032227,17.482728958129883,12.638116836547852,0.01809839904308319
17,cathode,6.108423233032227,21.2741641998291,12.638116836547852,0.01618429459631443
18,cathode,6.108423233032227,25.06559944152832,12.638116836547852,0.017230957746505737
19,cathode,6.108423233032227,28.85703468322754,12.638116836547852,0.01422183308750391
20,cathode,6.108423233032227,32.648468017578125,12.638116836547852,0.014723654836416245
21,cathode,6.108423233032227,36.439903259277344,12.638116836547852,0.018061866983771324
22,cathode,6.108423233032227,40.23133850097656,12.638116836547852,0.01742333546280861
23,cathode,6.108423233032227,44.02277374267578,12.638116836547852,0.016063235700130463
24,cathode,9.899858474731445,2.316988229751587,12.638116836547852,0.017585517838597298
25,cathode,9.899858474731445,6.108423233032227,12.638116836547852,0.017481433227658272
26,cathode,9.899858474731445,9.899858474731445,12.638116836547852,0.01904153823852539
27,cathode,9.899858474731445,13.691293716430664,12.638116836547852,0.02084539271891117
28,cathode,9.899858474731445,17.482728958129883,12.638116836547852,0.017936300486326218
29,cathode,9.899858474731445,21.2741641998291,12.638116836547852,0.015610791742801666
30,cathode,9.899858474731445,25.06559944152832,12.638116836547852,0.01681670732796192
31,cathode,9.899858474731445,28.85703468322754,12.638116836547852,0.015658771619200706
32,cathode,9.899858474731445,32.648468017578125,12.638116836547852,0.015193385072052479
33,cathode,9.899858474731445,36.439903259277344,12.638116836547852,0.015163240022957325
34,cathode,9.899858474731445,40.23133850097656,12.638116836547852,0.01288126315921545
35,cathode,9.899858474731445,44.02277374267578,12.638116836547852,0.014444595202803612
36,cathode,13.691293716430664,2.316988229751587,12.638116836547852,0.016435638070106506
37,cathode,13.691293716430664,6.108423233032227,12.638116836547852,0.015372578985989094
38,cathode,13.691293716430664,9.899858474731445,12.638116836547852,0.01513663399964571
39,cathode,13.691293716430664,13.691293716430664,12.638116836547852,0.016683431342244148
40,cathode,13.691293716430664,17.482728958129883,12.638116836547852,0.016766466200351715
41,cathode,13.691293716430664,21.2741641998291,12.638116836547852,0.015500348061323166
42,cathode,13.691293716430664,25.06559944152832,12.638116836547852,0.01527048647403717
43,cathode,13.691293716430664,28.85703468322754,12.638116836547852,0.014300885610282421
44,cathode,13.691293716430664,32.648468017578125,12.638116836547852,0.017756387591362
45,cathode,13.691293716430664,36.439903259277344,12.638116836547852,0.01588091254234314
46,cathode,13.691293716430664,40.23133850097656,12.638116836547852,0.012925248593091965
47,cathode,13.691293716430664,44.02277374267578,12.638116836547852,0.013308743946254253
48,cathode,17.482728958129883,2.316988229751587,12.638116836547852,0.015786970034241676
49,cathode,17.482728958129883,6.108423233032227,12.638116836547852,0.014137457124888897
50,cathode,17.482728958129883,9.899858474731445,12.638116836547852,0.013861787505447865
51,cathode,17.482728958129883,13.691293716430664,12.638116836547852,0.01594320498406887
52,cathode,17.482728958129883,17.482728958129883,12.638116836547852,0.015898175537586212
53,cathode,17.482728958129883,21.2741641998291,12.638116836547852,0.020168155431747437
54,cathode,17.482728958129883,25.06559944152832,12.638116836547852,0.017876747995615005
55,cathode,17.482728958129883,28.85703468322754,12.638116836547852,0.01638893038034439
56,cathode,17.482728958129883,32.648468017578125,12.638116836547852,0.016700588166713715
57,cathode,17.482728958129883,36.439903259277344,12.638116836547852,0.014091242104768753
58,cathode,17.482728958129883,40.23133850097656,12.638116836547852,0.014519759453833103
59,cathode,17.482728958129883,44.02277374267578,12.638116836547852,0.014136171899735928
60,cathode,21.2741641998291,2.316988229751587,12.638116836547852,0.01568552851676941
61,cathode,21.2741641998291,6.108423233032227,12.638116836547852,0.01428985595703125
62,cathode,21.2741641998291,9.899858474731445,12.638116836547852,0.014450262300670147
63,cathode,21.2741641998291,13.691293716430664,12.638116836547852,0.01607711985707283
64,cathode,21.2741641998291,17.482728958129883,12.638116836547852,0.017967453226447105
65,cathode,21.2741641998291,21.2741641998291,12.638116836547852,0.02688378468155861
66,cathode,21.2741641998291,25.06559944152832,12.638116836547852,0.02502927929162979
67,cathode,21.2741641998291,28.85703468322754,12.638116836547852,0.01760968193411827
68,cathode,21.2741641998291,32.648468017578125,12.638116836547852,0.015651505440473557
69,cathode,21.2741641998291,36.439903259277344,12.638116836547852,0.01598603092133999
70,cathode,21.2741641998291,40.23133850097656,12.638116836547852,0.015896476805210114
71,cathode,21.2741641998291,44.02277374267578,12.638116836547852,0.014317700639367104
72,cathode,25.06559944152832,2.316988229751587,12.638116836547852,0.014866363257169724
73,cathode,25.06559944152832,6.108423233032227,12.638116836547852,0.014192458242177963
74,cathode,25.06559944152832,9.899858474731445,12.638116836547852,0.01449322048574686
75,cathode,25.06559944152832,13.691293716430664,12.638116836547852,0.01660962961614132
76,cathode,25.06559944152832,17.482728958129883,12.638116836547852,0.018536122515797615
77,cathode,25.06559944152832,21.2741641998291,12.638116836547852,0.023387614637613297
78,cathode,25.06559944152832,25.06559944152832,12.638116836547852,0.022445863112807274
79,cathode,25.06559944152832,28.85703468322754,12.638116836547852,0.017315808683633804
80,cathode,25.06559944152832,32.648468017578125,12.638116836547852,0.013176102191209793
81,cathode,25.06559944152832,36.439903259277344,12.638116836547852,0.016416361555457115
82,cathode,25.06559944152832,40.23133850097656,12.638116836547852,0.016447866335511208
83,cathode,25.06559944152832,44.02277374267578,12.638116836547852,0.016769682988524437
84,cathode,28.85703468322754,2.316988229751587,12.638116836547852,0.013933834619820118
85,cathode,28.85703468322754,6.108423233032227,12.638116836547852,0.01340352650731802
86,cathode,28.85703468322754,9.899858474731445,12.638116836547852,0.013482037000358105
87,cathode,28.85703468322754,13.691293716430664,12.638116836547852,0.015452061779797077
88,cathode,28.85703468322754,17.482728958129883,12.638116836547852,0.01681997813284397
89,cathode,28.85703468322754,21.2741641998291,12.638116836547852,0.01839989796280861
90,cathode,28.85703468322754,25.06559944152832,12.638116836547852,0.019135871902108192
91,cathode,28.85703468322754,28.85703468322754,12.638116836547852,0.01769874431192875
92,cathode,28.85703468322754,32.648468017578125,12.638116836547852,0.015643136575818062
93,cathode,28.85703468322754,36.439903259277344,12.638116836547852,0.016740260645747185
94,cathode,28.85703468322754,40.23133850097656,12.638116836547852,0.01595737785100937
95,cathode,28.85703468322754,44.02277374267578,12.638116836547852,0.017231930047273636
96,cathode,32.648468017578125,2.316988229751587,12.638116836547852,0.01311096828430891
97,cathode,32.648468017578125,6.108423233032227,12.638116836547852,0.012459193356335163
98,cathode,32.648468017578125,9.899858474731445,12.638116836547852,0.012629961594939232
99,cathode,32.648468017578125,13.691293716430664,12.638116836547852,0.014383435249328613
100,cathode,32.648468017578125,17.482728958129883,12.638116836547852,0.015435623936355114
101,cathode,32.648468017578125,21.2741641998291,12.638116836547852,0.01694893278181553
102,cathode,32.648468017578125,25.06559944152832,12.638116836547852,0.0204185601323843
103,cathode,32.648468017578125,28.85703468322754,12.638116836547852,0.02051004022359848
104,cathode,32.648468017578125,32.648468017578125,12.638116836547852,0.020233411341905594
105,cathode,32.648468017578125,36.439903259277344,12.638116836547852,0.019065113738179207
106,cathode,32.648468017578125,40.23133850097656,12.638116836547852,0.018101049587130547
107,cathode,32.648468017578125,44.02277374267578,12.638116836547852,0.018925823271274567
108,cathode,36.439903259277344,2.316988229751587,12.638116836547852,0.012744396924972534
109,cathode,36.439903259277344,6.108423233032227,12.638116836547852,0.012106606736779213
110,cathode,36.439903259277344,9.899858474731445,12.638116836547852,0.012764064595103264
111,cathode,36.439903259277344,13.691293716430664,12.638116836547852,0.01544545590877533
112,cathode,36.439903259277344,17.482728958129883,12.638116836547852,0.016490470618009567
113,cathode,36.439903259277344,21.2741641998291,12.638116836547852,0.01888388767838478
114,cathode,36.439903259277344,25.06559944152832,12.638116836547852,0.021554481238126755
115,cathode,36.439903259277344,28.85703468322754,12.638116836547852,0.02236451581120491
116,cathode,36.439903259277344,32.648468017578125,12.638116836547852,0.020802410319447517
117,cathode,36.439903259277344,36.439903259277344,12.638116836547852,0.015565168112516403
118,cathode,36.439903259277344,40.23133850097656,12.638116836547852,0.017135560512542725
119,cathode,36.439903259277344,44.02277374267578,12.638116836547852,0.019494155421853065
120,cathode,40.23133850097656,2.316988229751587,12.638116836547852,0.01265009492635727
121,cathode,40.23133850097656,6.108423233032227,12.638116836547852,0.012166867963969707
122,cathode,40.23133850097656,9.899858474731445,12.638116836547852,0.012525639496743679
123,cathode,40.23133850097656,13.691293716430664,12.638116836547852,0.0185860525816679
124,cathode,40.23133850097656,17.482728958129883,12.638116836547852,0.019541293382644653
125,cathode,40.23133850097656,21.2741641998291,12.638116836547852,0.021741462871432304
126,cathode,40.23133850097656,25.06559944152832,12.638116836547852,0.02455097995698452
127,cathode,40.23133850097656,28.85703468322754,12.638116836547852,0.0259257759898901
128,cathode,40.23133850097656,32.648468017578125,12.638116836547852,0.01842695102095604
129,cathode,40.23133850097656,36.439903259277344,12.638116836547852,0.014637612737715244
130,cathode,40.23133850097656,40.23133850097656,12.638116836547852,0.016056213527917862
131,cathode,40.23133850097656,44.02277374267578,12.638116836547852,0.017167579382658005
132,cathode,44.02277374267578,2.316988229751587,12.638116836547852,0.012637772597372532
133,cathode,44.02277374267578,6.108423233032227,12.638116836547852,0.011292819865047932
134,cathode,44.02277374267578,9.899858474731445,12.638116836547852,0.012594429776072502
135,cathode,44.02277374267578,13.691293716430664,12.638116836547852,0.015698682516813278
136,cathode,44.02277374267578,17.482728958129883,12.638116836547852,0.019019152969121933
137,cathode,44.02277374267578,21.2741641998291,12.638116836547852,0.02188112773001194
138,cathode,44.02277374267578,25.06559944152832,12.638116836547852,0.0240324717015028
139,cathode,44.02277374267578,28.85703468322754,12.638116836547852,0.02226385846734047
140,cathode,44.02277374267578,32.648468017578125,12.638116836547852,0.017911359667778015
141,cathode,44.02277374267578,36.439903259277344,12.638116836547852,0.01695236749947071
142,cathode,44.02277374267578,40.23133850097656,12.638116836547852,0.01636006310582161
143,cathode,44.02277374267578,44.02277374267578,12.638116836547852,0.016493258997797966
144,anode,2.316988229751587,2.316988229751587,71.60757446289062,-0.02123131789267063
145,anode,2.316988229751587,6.108423233032227,71.60757446289062,-0.019882777705788612
146,anode,2.316988229751587,9.899858474731445,71.60757446289062,-0.01672220416367054
