z_center_angstrom,number_density_total_nm^-3,number_density_DMC_nm^-3,number_density_ECA_nm^-3,number_density_LiA_nm^-3,number_density_PF6_nm^-3,number_density_DMC_O_carbonyl_nm^-3,number_density_ECA_O_carbonyl_nm^-3,number_density_LiA_Li_nm^-3,number_density_PF6_F_nm^-3
17.250000,0.0286372235,0.0286372235,0.0000000000,0.0000000000,0.0000000000,0.0368192873,0.0204551596,0.0000000000,0.0000000000
17.750000,0.1329585375,0.1247764736,0.0081820638,0.0000000000,0.0000000000,0.2065971121,0.0981847661,0.0000000000,0.0000000000
18.250000,0.4581955753,0.3477377134,0.1104578619,0.0000000000,0.0000000000,1.1250337786,0.9798021453,0.0000000000,0.0000000000
18.750000,6.6683820329,5.2099291527,1.4584528802,0.0000000000,0.0000000000,3.6389728947,2.8780409572,0.0000000000,0.0531834150
19.250000,15.7668370276,11.7555802280,4.0112567996,0.0000000000,0.0000000000,5.8174473932,2.6673528132,0.0000000000,0.2740991388
19.750000,10.6428195452,6.6765640968,3.9621644165,0.0000000000,0.0040910319,6.9220260121,2.0455159610,0.0000000000,0.6709292352
20.250000,10.6796388325,6.0179079573,4.5430909494,0.0245461915,0.0940937342,8.1677452324,1.8491464288,0.0245461915,1.2334461245
20.750000,10.0946212677,7.1306686401,2.6203059461,0.1125033779,0.2311433036,7.2738547574,1.9105119076,0.1125033779,1.5361824867
21.250000,7.3147650766,5.1526547058,1.4032239493,0.3313735857,0.4275128359,6.2858705482,2.0536980249,0.3313735857,2.0107421897
21.750000,5.7601729462,2.8125844464,1.2804929916,0.9000270229,0.7670684854,4.8130990563,3.1091842608,0.9000270229,3.6164722191
22.250000,7.3147650766,3.0355456862,1.8266457532,1.7284609871,0.7241126502,4.0583036667,3.8639796504,1.7284609871,3.9519368367
22.750000,9.0493626116,3.7882955598,3.2216876386,1.5955024496,0.4438769635,3.8271603631,3.4569219741,1.5955024496,3.8885258419
23.250000,9.3745996494,3.7535217885,3.9703464804,1.0288945284,0.6218368522,4.0112567996,2.7512189676,1.0288945284,4.4837709866
23.750000,9.8880241556,3.9417092569,4.3385393533,0.7404767779,0.8672987675,4.4019503481,2.2868868444,0.7404767779,5.5208475788
24.250000,10.4587231087,5.0053775566,3.8680706823,0.5093334743,1.0759413955,3.9642099325,2.5405308236,0.5093334743,6.2388236811
24.750000,9.8021124852,5.2385663762,2.8800864731,0.3681928730,1.3152667629,3.6287453149,2.5957597545,0.3681928730,6.3901918622
25.250000,8.5932125523,4.3753586406,2.4709832809,0.4111487082,1.3357219225,4.1462608530,2.9434974679,0.4111487082,6.9772549431
25.750000,7.8506902584,3.4794226497,2.4893929246,0.7179761023,1.1638985818,4.6105929762,3.3219179207,0.7179761023,7.2738547574
26.250000,8.4336623073,3.8496610386,2.4239364138,0.9266187303,1.2334461245,4.2260359755,3.0641829096,0.9266187303,7.5009070291
26.750000,9.2927790109,4.3937682843,2.5016660203,1.2518557681,1.1454889382,4.1012595019,2.7859927389,1.2518557681,6.9977101027
27.250000,9.4768754474,4.1564884328,2.7328093239,1.3152667629,1.2723109278,4.5880923006,2.6305335259,1.3152667629,6.3554180909
27.750000,8.7098069620,3.7719314321,2.7164451962,1.0882144913,1.1332158424,5.0442423599,2.5466673715,1.0882144913,5.7581274303
28.250000,8.0838790780,3.8701161983,2.1682469187,1.2354916405,0.8100243206,5.1547002218,2.5343942757,1.2354916405,5.0319692641
28.750000,8.9450412976,4.7271873859,2.2071117219,1.5075452633,0.5031969264,5.1956105410,2.4628012171,1.5075452633,4.3671765768
29.250000,10.1539412305,6.0731368883,2.3973447063,1.2354916405,0.4479679955,5.8624487443,2.2643861689,1.2354916405,3.7432942087
29.750000,10.4484955289,6.8197502141,2.2398399773,0.9184366665,0.4704686710,6.0301810531,2.1068814399,0.9184366665,3.7003383735
30.250000,9.9207524110,6.8136136662,1.6957327317,0.7670684854,0.6443375277,5.6415330205,2.1968841421,0.7670684854,3.9089810015
30.750000,8.5482112011,5.7622184622,1.5177728431,0.5522893095,0.7159305864,5.0135596205,2.5343942757,0.5522893095,4.4899075345
31.250000,8.2209286474,4.7619611573,1.8675560724,0.6934299108,0.8979815069,4.7701432211,2.2705227167,0.6934299108,4.5267268217
31.750000,8.1268349132,4.5062716621,1.9432401630,0.7261581662,0.9511649219,4.5799102367,2.1416552112,0.7261581662,4.4592247950
32.250000,8.2332017431,4.5103626941,2.0414249291,0.7957057088,0.8857084111,4.8581004074,1.8266457532,0.7957057088,4.1012595019
32.750000,7.9918308597,4.6474122634,2.2009751741,0.5441072456,0.5993361766,5.1219719664,1.8307367851,0.5441072456,3.6942018256
33.250000,7.7463689444,4.8683279872,2.1396096952,0.3804659688,0.3579652932,5.1321995462,1.9084663916,0.3804659688,3.0314546542
33.750000,8.0000129236,5.1812919293,2.0802897324,0.4766052189,0.2618260430,5.0053775566,2.0373338972,0.4766052189,2.7348548399
34.250000,8.7507172813,5.7622184622,2.2746137487,0.4029666443,0.3109184261,5.1485636739,2.2500675571,0.4029666443,2.1498372750
34.750000,9.2232314683,6.0629093085,2.2643861689,0.4991058945,0.3968300964,5.2712946316,2.3748440308,0.4991058945,1.8143726574
35.250000,9.5914243412,6.1590485586,2.4075722861,0.6422920118,0.3825114847,5.7417633026,2.4341639936,0.6422920118,1.8532374607
35.750000,8.9000399464,5.4983469032,2.5671225311,0.5706989531,0.2638715590,5.5167565469,2.6243969780,0.5706989531,1.9330125832
36.250000,8.0184225672,4.8703735032,2.3666619669,0.5154700222,0.2659170749,5.2017470889,2.5978052705,0.5154700222,1.9248305193
36.750000,7.4661332577,4.4694523748,2.3032509721,0.4234218039,0.2700081069,5.1362905781,2.4280274457,0.4234218039,2.1048359239
37.250000,7.6931855294,4.6780950029,2.1109724718,0.6279734000,0.2761446547,4.8110535403,2.5384853076,0.6279734000,2.2725682327
37.750000,8.3702513125,5.0810616472,2.1968841421,0.6852478469,0.4070576762,4.7905983807,2.4607557011,0.6852478469,2.9496340158
38.250000,8.2904761900,4.6842315507,2.3891626425,0.5543348254,0.6627471714,4.9787858491,2.2950689083,0.5543348254,3.5101053891
38.750000,8.1288804291,4.6187750400,2.4075722861,0.3559197772,0.7466133258,5.0421968439,2.3175695838,0.3559197772,3.9028444536
39.250000,8.6382139034,5.0503789078,2.4014357382,0.2965998143,0.8897994430,4.8560548915,2.2418854933,0.2965998143,4.6208205560
39.750000,8.2188831314,4.8540093755,2.2930233923,0.2168246919,0.8550256717,4.5533185292,2.1334731473,0.2168246919,4.3385393533
40.250000,7.7750061679,4.5696826569,2.2787047806,0.3231915218,0.6034272085,4.2935380022,1.9146029395,0.3231915218,4.0071657676
40.750000,7.5602269919,4.2935380022,2.3666619669,0.2331888196,0.6668382033,3.9396637409,1.8982388118,0.2331888196,3.7432942087
41.250000,7.4865884174,4.1135325976,2.5466673715,0.1697778248,0.6566106235,4.0112567996,2.2602951369,0.1697778248,3.6430639266
41.750000,7.6727303698,4.1258056934,2.7819017070,0.2740991388,0.4909238306,4.1871711722,2.3891626425,0.2740991388,3.1316849363
42.250000,8.1329714610,4.4592247950,3.0007719148,0.3334191016,0.3395556495,4.2874014543,2.5057570523,0.3334191016,2.9107692125
42.750000,8.3682057966,4.6637763911,2.9823622712,0.3579652932,0.3641018411,4.2914924862,2.4259819298,0.3579652932,2.7614465474
43.250000,8.6095766800,4.6535488113,2.9844077871,0.4704686710,0.5011514105,4.5103626941,2.4893929246,0.4704686710,2.8821319891
43.750000,8.7241255738,4.8703735032,2.7409913878,0.5625168893,0.5502437935,5.1362905781,2.5937142386,0.5625168893,2.9312243721
44.250000,8.6545780311,5.2160657006,2.3625709350,0.5993361766,0.4766052189,5.5249386107,2.8166754783,0.5993361766,2.9537250477
44.750000,8.6034401321,5.2467484400,1.9984690939,0.7650229694,0.5931996287,5.6108502811,2.9291788562,0.7650229694,3.2237331546
45.250000,8.7711724409,5.4513000361,1.9616498066,0.8243429323,0.5338796658,5.2897042752,2.5875776907,0.8243429323,3.1010021969
45.750000,8.7527627972,5.3449332062,1.8696015884,1.0268490124,0.5113789903,5.3735704296,2.6796259089,1.0268490124,3.0539553298
46.250000,8.8918578826,5.2037926048,2.1048359239,1.0984420711,0.4847872828,5.2753856635,2.4934839565,1.0984420711,3.0539553298
46.750000,8.4786636584,5.1096988706,2.0843807643,0.7977512248,0.4868327987,5.3817524935,2.4218908979,0.7977512248,3.0478187819
47.250000,8.1411535249,4.9399210459,2.1948386262,0.5645624052,0.4418314476,5.7949467176,2.3707529988,0.5645624052,3.1460035481
47.750000,8.3559327008,4.8171900882,2.4239364138,0.5297886339,0.5850175649,5.6394875045,2.0598345728,0.5297886339,3.1766862875
48.250000,9.0166343562,5.2631125677,2.7819017070,0.4663776391,0.5052424424,4.8478728276,1.8409643649,0.4663776391,3.3751013357
48.750000,8.7036704142,5.4083442010,2.1375641793,0.5134245062,0.6443375277,4.5267268217,1.8798291682,0.5134245062,3.3935109793
49.250000,8.4848002063,5.5699399619,1.8020995617,0.5093334743,0.6034272085,4.5819557527,2.0332428653,0.5093334743,3.5755618999
49.750000,7.9284198649,5.1321995462,1.7284609871,0.4254673199,0.6422920118,5.0503789078,2.0741531845,0.4254673199,3.1848683513
50.250000,7.5806821516,4.7496880615,1.9309670672,0.3436466815,0.5563803414,5.1833374452,2.0086966737,0.3436466815,3.0846380692
50.750000,7.5765911196,4.4264965397,2.3175695838,0.4050121603,0.4275128359,4.9521941416,2.0577890568,0.4050121603,3.1296394204
51.250000,8.0572873705,4.7394604817,2.4648467330,0.4745597030,0.3784204528,4.5287723377,1.9575587747,0.4745597030,2.9455429839
51.750000,8.5850304884,5.0524244237,2.6387155897,0.4888783147,0.4050121603,4.8396907638,2.1334731473,0.4888783147,3.1255483884
52.250000,8.2679755145,4.8069625084,2.3237061317,0.5461527616,0.5911541127,5.1281085143,2.2562041050,0.5461527616,3.3669192718
52.750000,8.4929822702,5.0687885514,2.2234758496,0.4950148626,0.7057030066,5.1056078387,2.5098480842,0.4950148626,3.4098751070
53.250000,8.4929822702,5.2406118921,2.0905173122,0.4704686710,0.6913843948,5.1219719664,2.6080328503,0.4704686710,3.2707800217
53.750000,8.8039006963,5.0646975195,2.4975749884,0.6259278841,0.6157003043,4.7762797690,2.7655375793,0.6259278841,3.1807773194
54.250000,8.3477506369,4.7067322263,2.6325790418,0.6197913362,0.3886480326,4.6555943273,2.6121238822,0.6197913362,2.9353154041
54.750000,7.8302350988,4.4551337631,2.6632617813,0.4172852560,0.2945542984,4.3324028055,2.4914384405,0.4172852560,3.0437277500
55.250000,7.6338655665,4.0828498582,2.8984961168,0.3375101336,0.3150094580,4.3160386778,2.6714438451,0.3375101336,3.4835136816
55.750000,7.7729606519,4.0930774380,2.6918990047,0.4091031922,0.5788810170,4.2219449436,2.5303032438,0.4091031922,3.6001080914
56.250000,8.1575176526,4.1073960497,2.6612162653,0.4704686710,0.9184366665,3.8680706823,2.4587101852,0.4704686710,3.9478458048
56.750000,8.5932125523,4.4162689599,2.6898534887,0.5216065701,0.9654835336,4.1503518849,2.3646164509,0.5216065701,3.9437547729
57.250000,8.4827546904,4.3589945129,2.8555402816,0.4561500593,0.8120698365,4.6146840081,2.4157543500,0.4561500593,3.9867106080
57.750000,8.3109313496,4.5164992419,2.9209967923,0.3947845805,0.4786507349,4.5615005931,2.5139391161,0.3947845805,3.8967079058
58.250000,8.4622995308,4.6065019442,3.0171360425,0.4213762880,0.4172852560,4.5594550771,2.8023568666,0.4213762880,3.3894199474
58.750000,8.1227438812,4.7005956784,2.5323487597,0.4336493837,0.4561500593,4.8621914394,2.6796259089,0.4336493837,2.6182604301
59.250000,7.7034131092,4.5369544016,2.3257516477,0.4275128359,0.4131942241,4.7271873859,2.7225817441,0.4275128359,2.3216606158
59.750000,7.8343261307,4.8090080244,2.2357489454,0.4581955753,0.3313735857,4.7660521892,2.8023568666,0.4581955753,2.3359792275
60.250000,8.3927519881,5.3019773710,2.1784744985,0.5563803414,0.3559197772,5.1117443866,2.6284880099,0.5563803414,2.0168787376
60.750000,8.4336623073,5.5576668661,2.0005146099,0.5543348254,0.3211460059,5.4942558713,2.2132482698,0.5543348254,1.9780139343
61.250000,8.5625298129,5.6599426642,2.1273365995,0.5113789903,0.2638715590,5.3715249137,1.9002843278,0.5113789903,2.3114330360
61.750000,9.0309529679,5.7069895313,2.2480220412,0.7875236450,0.2884177505,5.5290296427,2.0107421897,0.7875236450,2.8719044093
62.250000,9.0759543191,5.6026682172,2.1989296581,0.7527498737,0.5216065701,5.4185717808,1.8286912692,0.7527498737,2.9844077871
62.750000,8.8673116910,4.8519638596,2.3462068073,0.8713897994,0.7977512248,5.4410724563,2.3789350627,0.8713897994,3.3771468517
63.250000,8.5727573927,4.4755889227,2.4034812542,0.9982117890,0.6954754267,5.1260629983,2.6755348770,0.9982117890,3.5694253520
63.750000,8.3088858337,4.3876317364,2.3666619669,0.9307097623,0.6238823681,4.6719584550,2.7082631324,0.9307097623,4.0296664432
64.250000,8.1861548760,4.6576398433,1.8941477799,1.0166214326,0.6177458202,4.4162689599,2.6980355526,1.0166214326,4.2280814914
64.750000,8.4459354031,5.0156051364,1.9084663916,0.8959359909,0.6259278841,4.6821860348,2.4975749884,0.8959359909,4.6780950029
65.250000,8.7098069620,5.2876587593,2.0332428653,0.6525195916,0.7363857460,4.8008259605,2.4443915734,0.6525195916,5.2201567325
65.750000,9.2743693673,5.3387966583,2.4873474086,0.4827417668,0.9654835336,5.1424271260,2.3318881956,0.4827417668,5.7867646537
66.250000,10.1478046826,5.3326601104,2.8984961168,0.6995664587,1.2170819968,5.2303843123,2.1621103708,0.6995664587,5.7540363984
66.750000,10.2173522253,4.9787858491,3.0498642979,0.8488891238,1.3398129545,5.5719854778,2.2602951369,0.8488891238,6.3472360271
67.250000,9.0677722552,3.9498913207,2.7143996803,1.3173122789,1.0861689753,4.7721887371,2.4137088340,1.3173122789,6.8892977567
67.750000,7.9836487959,2.9475884998,1.9596042907,2.0127877056,1.0636682997,3.9314816771,2.4157543500,2.0127877056,6.6642910010
68.250000,6.8524784694,2.6816714249,1.4973176835,1.6670955082,1.0063938528,3.8967079058,1.8880112320,1.6670955082,6.4392842453
68.750000,6.3779187665,3.1419125161,1.6282307050,0.6750202671,0.9327552782,4.2198994276,1.4154970450,0.6750202671,5.9176776752
69.250000,7.1429417359,3.5878349956,2.2930233923,0.3456921974,0.9163911505,6.0547272446,1.4379977206,0.3456921974,5.8808583879
69.750000,8.7302621217,4.1237601774,3.3832833995,0.1390950853,1.0841234593,6.9608908154,1.7039147955,0.1390950853,4.6412757156
70.250000,12.6903810222,6.6908827085,4.8642369553,0.0040910319,1.1311703264,4.6351391677,2.2296123975,0.0040910319,3.4507854262
70.750000,16.0552547781,10.9353283276,4.8376452478,0.0000000000,0.2822812026,3.5673798360,3.5305605487,0.0000000000,2.7839472230
71.250000,5.2385663762,3.8680706823,1.3439039864,0.0000000000,0.0265917075,2.9230423083,5.1342450622,0.0000000000,2.6632617813
71.750000,0.2720536228,0.1759143726,0.0920482182,0.0000000000,0.0040910319,1.3152667629,2.9455429839,0.0000000000,0.9368463101
72.250000,0.0265917075,0.0204551596,0.0061365479,0.0000000000,0.0000000000,0.1902329844,0.4868327987,0.0000000000,0.0920482182
72.750000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0327282554,0.1759143726,0.0000000000,0.0102275798
73.250000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0061365479,0.0613654788,0.0000000000,0.0061365479
73.750000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0081820638,0.0000000000,0.0000000000
74.250000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
74.750000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
75.250000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
75.750000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
76.250000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
76.750000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
77.250000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
77.750000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
78.250000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
78.750000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
79.250000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
79.750000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
80.250000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
80.750000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
81.250000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
81.750000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
82.250000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
82.750000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
83.250000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
83.750000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
84.250000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
84.750000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
85.250000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
85.750000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
86.250000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
86.750000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
87.250000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
87.750000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
88.250000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
88.750000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
89.250000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
89.750000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
